Content,Author,Date Created,Last Changed
"son olayda gördük ki sosyal medyanın ciddi bir şekilde kontrol altına alınması lazım,artık kişileri hedef gösterme,yalan haberle itibarsızlaştırma,ailesini hedef gösterme,özel hayata karışma,yargılama ,suçlu ilan edip infaz ederek hedef gösterme,üzerinde oynanmış görüntülerle gerçeği çarpıtma gibi pek çok şey yapılıyor ve işin kötü tarafıı kendinizi savunamıyorsunuz,algı için belli gruplar bir araya gelerek yalanı meşru hale getiriyor,size saldırıyor,artık ciddi bir sosyal medya yasasının gelmesi lazım,özgürlük adı altında yalan haber yapmak,mış,muş haberciliği yapmak,iddialara göre haberciliği yapmak artık son bulmalı,durum iyiye gitmiyor ve bu işin sonunda masumlar zarar görecek.bugün merkez bankası başkanına yapılan tam anlamıyla budur.",yuingpetrol,18.01.2024 23:48,null
haberleri akpliler köpürtüyor. cimer başvurusunu servis eden de akp'liler.mehmet metiner'in tweetine bakınhttps://twitter.com/…?t=z4fijnugkqjz39vijlifkg&s=19bu kadın bunların canını sıkıyor. bunların canını sıkıyorsa doğru şeyler yapıyordur. 22 yıllık iktidarları bana bunu öğretti.muhtemelen de bunların yerleştirdiği insiderları tek tek ayıklayıp tasfiye ediyor.,seovi,18.01.2024 23:49,19.01.2024 02:16
süslü bir nursaceye inanıcak değilim.100 metreden belli liyakat sistemi ile alınmayan ne iş yaptığı belli olmayan son 10 yılda evini barkını yazlığını düzmüş akp li bir kişi.merkez bankasına personel alınırken akp öncesi ve kısmen sonrası dönemdekpss sınavında en yüksek puanı alanlar arasından seçilirdi. ilk 100 ilk 500 aynı şekilde kaymakamlar ve üst düzey bürokratlar bu şekilde seçildi.şu an akpli bürokratlar yada prensler bu dönemden gelenler .feto bu teraziyi bozdu.benim bankacı kuzenimin arkadaşı merkez bankasında çalışıyordu.boğaziçi mezunu 3 dil biliyordu. 80 öncesi yada sonrası işe giren ve ortaokulu mezunu olan merkez bankası çalışanlarıda gördüm. o kesimin tamamı emekli oldu.,keyptown,18.01.2024 23:51,null
ilk açıklamayı okuduğumda şaka falan zannettim. gerçekten olduğunu anladığında vay halimize dedim.,swat tr,17.12.2023 14:05,null
"kendisine göre bir kişinin onlarca gemiciği olabilir, onlarca hoteli olabilir, milyonlarca doları olabilir ama halktan birisinin onlarca evi olmamalıymış. merkez bankası başkanı olduğunu biliyordur umarım.",onepointzero,17.12.2023 14:08,null
istanbul'la manhattan'ı karşılaştırmış ve istanbul'u küçümsemiş kişi.,olur olmadik seyler pesinde kosan insan,17.12.2023 14:10,null
"10 insanın bir evi olmalı derken kapıcı dairesini kast etti sanırım. yıllarca kapitalizmin babası olan ülkelerde eğitim alıp, oralarda üst düzey görevler alan birinin sosyalist söylemlerde bulunmasını şaşkınlıkla izliyorum. kimsenin birden fazla evi olmasın ama 3-5 fabrikası, 20 oteli, 100 arabası olabilir. gerçekten bu cümleleri kendisinin kurmuş olduğuna inanamıyorum.",sincabimezelden,17.12.2023 14:11,null
gaye hanım'ın itirazı son derece yerinde ve isabetlidir. eleştirmeyecek mi ne yani? sizler çok mu memnunsunuz kontrolsüz bir şekilde yükselen ev kiralarından?edit: imla,burnun kapiya kisilsin,17.12.2023 14:11,14:38
"kendisini aklı başında bir hanım, iyi bir merkez başkanı biliyoruz.ama yavaştan bu da çıldırmaya başladı galiba. ekonomik vaziyet ne kadar kötü ve karmaşıksa demek ki...",blackbalasagunluman,17.12.2023 14:12,14:16
ne kadar büyük bir balon olduğu kısa zamanda ortaya çıkmıştır.,gustave,17.12.2023 14:15,null
"kemal derviş full yetkili olarak helince acı reçeteyi dayadı, 3 5 senede düzeldik. bu hanım geldiğinden bu yana birşey yapıyormuş gibi yapıp hiçbir şey yapmadı",spidergirl,17.12.2023 14:22,null
iletişim bakanlığı bu kadın üstünden güzel pr çalışması yapıyor.,sensiz bir ask,17.12.2023 14:23,null
kendisinin daha az röportaj vermesini salık veriyorum.,kavgamagelsene,17.12.2023 14:24,null
"ülkenin en önemli kurumunu babasının çiftliğine değil ama babası için çiftliğe çevirmiş ithal ""bürokrat"".kemal derviş geldi ve birkaç yıl dişinizi sıkarsanız düze çıkarsınız dedi. ama dedikleri bu sabırsız halk tarafından karşılık bulmadı, mevcut iktidar onun programını virgül değiştirmeden uygulamaya devam etti ve düze çıktık. ama derviş'in programını kendilerinin başarısı olarak çok güzel sattılar. şimdi yine aynı hikayeler anlatılıyor ve bence bu hikayeye kendileri bile inanmıyor. düze çıkacaklar zaten düzde olanlar, diğerleri ise yokuşlarda susamaya aynen devam edecek bence.",msmmsm,18.01.2024 20:17,null
#160738527öncesinde çocuğunu okuldan almakla ilgili bahane için çalışma saatine gaye'nin babasından torpil istemiş bir birey. gerisini siksen okumam.,kevneyn,18.01.2024 20:22,null
"amerika'dan 50 trilyon dolar getirecekti.getire getire babayı getirmiş.pardon, babasını..",pontas,18.01.2024 20:36,null
"öncelikle işten atılan çalışandan bağımsız olarak yazıyorum babasının merkez bankasında -resmi bir görevi olmadığı halde- adeta terör estirdiği ve totaliter bir yönetim yapısı oluşturduğu doğru. yani kendisine bi operasyon yapılıyor bile olsa buna kendilerinin fırsat verdiği kesin. bu kenarda dursun.bunun yanında ben hafize hanım'da net bir proje çocuk havası alıyorum. iyi eğitimli ve hırslı bir aile (öğretmen ve mühendis anne baba). tüm okulları ve sınavları derece ile bitirmeye adanmış bir hayat. hep en iyi okullara oynama. ve tüm bunların yanında babanın (ve muhtemelen annenin de) yaşamın her alanında çocuğun üzerinde dominant bir etkisinin olması. ki erol bey ile ilgili bu olaydan önce, hafize hanım'ın abd kariyeri sırasında da adeta bir menajer gibi hareket ettiği haberleri çıkmıştı. haliyle bu son haber benim için sürpriz değil. bu tür aileleri çok tanıdım. bakın temelde -eski kafa bir dinozor olarak- aile kavramına düşkünlüğümü defalarca örnekledim girdilerimde. hatta yetişkin için büyüdüğü ailenin bir dayanışma organizasyonu olarak neden önemli olduğunu anne babasına para gönderen insan ile ilgili başlıkta yazmıştım. ancak bu tür ailelerde kantarın topuzu çok kaçıyor. evlada yardım etme ve başarılı olması isteği bir noktada zarar verici oluyor. isteyen elisabeth holmes davası ve hikayyesinde anne babasının rolünü araştırabilir. bu arada son bir not : arkadaşlar yazmış, ben de kendisinin seçim sonrası için önden seçilen bir kurban olduğuna kaniyim. ama o ve ailesi de karşı tarafa çok kolay koz verdi.",demirfelix,18.01.2024 20:45,null
"habire faiz arttıran kişilik. anamızı ağlattı. arttırdığı faiz ne işe yaradı? enflasyon düştü mü hayır, döviz düştü mü o da hayır. aksine faizlerin düşük olduğu dönemdeki hızla artmaya devam ediyorlar.",hemicuda,18.01.2024 20:51,null
"üniversite kaydını yaptırmaya babasıyla giden gençler bile eleştiriliyor, dalga geçiliyor. öğrenci velisi gibi, babasının iş yerine gelmesi nasıl mümkün olabilir anlamıyorum.tanım: bir kamu kurumunda böyle bir ciddiyetsizlik nasıl olabilir dedirten merkez bankası başkanı. kapıyı kapatın daha konuşacak bir şey yok. ızdırap duydum ve gerçekten üzgünüm. bu kadarını beklemezdim, güvenmiyordum ama daha kaliteli bir gerekçe verir sanmıştım. yazık.",firez,18.01.2024 20:55,23:18
"artırdığı faiz enflasyon oranında olmadığı için yaptığı artışlar işe yaramıyor.yaptığı iş sadece piyasa faizine yaklaşmak oldu.faiz nasıl artırılır öğrenmek istiyorsa durmuş yılmaz, savaş başladığında putin ve fed'in davranışlarını gözlemleyebilir.merak eden varsa usa faiz-enflasyon grafiğini incelesin.tanım : 1 ay içinde nass kavramı ile tanışacak ekonomist.",black saint,18.01.2024 20:59,null
hakkında yazılmış en açık gerçekleri içeren twit:*üşenmeden okuyunuz.,tangerinee,18.01.2024 21:07,null
"pelikan örgütünü bilemem, elini ağzını bantlamazlarsa bir açıklama yaparak kurtarabilir. kovulan kadının hak etmesi hak etmemesi ayrı bir şey, merkez bankasına aile şirketi muamelesi yapılması ayrı bir şey. biz çalıştığımızın yerin kıyısından kenarından babamız geçsin istemezdik, çünkü profesyonellik bunu gerektirir. ne o öyle.",ketender tepetopuzu,18.01.2024 21:11,null
"pelikan da pelikan. kendisinin tcmb'yi aile ciftligine cevirdigi, babasinin golge baskan gibi takildigi ile ilgili iki kaynak var. biri turbanli tcmb protokol sorumlusu. hadi o akpli ve pelikan tayfasindan diyelim. oteki kaynak da dw, ki akp tayfasi dw'den nefret eder. dw de haberini bir tcmb yoneticisine dayandiriyor. deutsche welle de mi pelikanci? eger haberler asilsizsa gaye erkan ciksin 'hayir babam ve ailemin tcmb'de makam odasi ve makam arabasi yok. kurum ici atamalara da karismiyorlar.' desin. haber asilsizsa zaten aninda basin aciklamasi yapmasi gerekiyordu. ıftira atilan insan yerinde duramaz. bu sessizlik niye? sukut ikrardan gelir demis atalar.edit: dw haberi eklendi:https://www.dw.com/…aileye-tahsis-edildi/a-68022614",komutan bey,18.01.2024 21:36,21:46
"bu kadın temiz veya değil, işin bu kısmı derdim değil. ama böyle bir olay basına sızdırılıp büyütülüyorsa bilirim ki bunu sızdıranlar o koltuğa talip. içeride ciddi bir çarpışma yaşanıyor anlaşılan.",kulturshock,19.01.2024 00:35,null
konudan bagimsiz nedense sibel kekilli ye benzettigim mb baskani,bugununisiniyarinabirakanadam,19.01.2024 00:35,00:50
(bkz: 18 ocak 2024 hafize gaye erkan tweet'i),cathars,19.01.2024 00:36,null
"hakkindaki haberlerin, helicopter parenting olarak yorumlandigini gorup guldugum kepazeligin musebbibi. evladim seni mb yonet diye, o ya da bu sebeple getirmisler. anan baban ne alaka amk? asdasdas",amabisidiycem,19.01.2024 00:42,00:44
"ismail saymaz, kaç paraya aldın bu ihaleyi sen onu açıkla hele. bu ülke insanı artık tetikçileri gözünden tanır, hele senin gibi acemi tetikçileri leb demeden tanır. kadına çamur atmak için seni tutmuşlar ama eline sağlam bir malzeme vermemişler. sana da yazık oldu...",tekadam,19.01.2024 00:44,null
"amerika’dan gelmiş görgüsüz bir kezban.ailesi belli ki daha beter. yazık kendisinin düştüğü ve bizi düşürdüğü hale. ahlaksız sülale. kızınız ve siz ülke tarihinde böyle anılacaksınız.not: yetkinlikten bahseden arkadaşlar olmuş. ne yetkinliği yapmayın, bir merkez bankası mı var ortada ! ekonomi politikası ücretlinin içinden geçmeye kurulmuş durumda. devlet kaynakları yağma altında. fellik fellik avuç açıyoruz kapital sahiplerine.bu ülkenin merkez bankası 2008 krizinde yetkinlik gösterisi yaptı. özerkti ve sadece piyasa dinamikleri ile değil, bilim ile yönetiliyordu. o sayede meydanlarda “teğet geçti, teğet” diye bağırabildi.kahroluyorum güzel ülkemin yetkin kurumlarının düştüğü bu hale.",golatankale,19.01.2024 00:59,07:17
"bir amerikan piyonunun kasa başına geçirilmesinden daha önemli bir olay olmadığı için, babasının veya herhangi bir yakının haber skandalı çok da önem arz etmiyor.sevgili liberaller ise bunu ve ingiliz piyonunu yüceltip giderlerse afganistana döneriz diye tespit kasıp aslında gülünmeyecek espriler üretiyorlar. ne olur espri deyin.espri değil mi?",pis fakir,19.01.2024 01:00,null
pelikancıların sözlük trollerinin düğmesine basılmış galiba.maaşlarınıza güzel zam gelmiş anlaşılan.kadını görevden aldırıp güvensizliğin tetiklediği enfasyonla daha zenginleşmek isteyen ağa babalar paraya kıymış.bu kadının gittiği okulların yanından bile geçemeyecek vasıfsızlar gelmiş eleştiriyor çünkü ağa babaları öyle istiyor.eğer bu ekonomi yönetimi de harcanırsa arjantin gibi bir ülke olacağız.,2 tam 1 ogrenci,19.01.2024 01:04,01:05
gayette itibar suikastına maruz kalıyor. bunu anlayamayacak kadar gerzek olamazsınız herhalde. bunu yapanlarında kim oldukları açık saçık belli. pelikancılar ve yeni şafakçılar operasyon çekiyorlar baya baya. bu adamlar düşük faizle yapılan servet transferinden en fazla nemalanan kesim. ekonominin rasyonel zemine oturması işlerine gelmiyor haliyle. bu adamlar burada kesinlikle durmayacak. hem bunun hem mehmet şimşek'in başını nasıl yediklerini hep beraber göreceğiz.,dear brother,19.01.2024 01:06,01:07
yiyin birbirinizi oğluşum aynen iddalar asılsız :d türkiye'yi tanıyamadın mı cimcime? yüzüne güldüğün insanlara güvendiğin an bittiğin andır.,sakinsakallisair,19.01.2024 01:16,null
"küreselcilerin mülkiyetsizlik planını empoze edeceğim diye rezil olan merkez bankası başkanı. bu millet zenginin fakir fakir açıklamalarını yemez. millet, milyon dolarlık villası olan, geçmişte milyon dolar para kazanmış birinin istanbul'da en lüks semtlerde bile 50-60 bin olan kirayı ödeyemediğim için annemlerde kalıyorum ayağını samimiyetsiz bulur.",drumkit,23.12.2023 12:14,null
"tuhaf bir kadin. dunya'nin en iyi okullarinda okumus, en iyi firmalarinda ust duzey pozisyonlarda, yonetim kurullarinda calismis. ama turkiye'deki ekonomik krizin getirdigi yuksek ev kirasi fiyatlarindan yakindigi icin annesiyle yasamaya karar vermis. sen bu kadar iyi bir gecmisin olmasina ragmen kenara hic mi para koymadin? hic mi yatirim yapmadin? onu gectim basini sokacak bir ev de mi alamadin? is hayatina 2005 senesinde atilmis. yani 20 senedir iyi yerlerde, iyi pozisyonlarda calismana ragmen elinde hicbir sey yok mu? ikincisi dusunun ulkedeki ekonominin kotulugunu. bugun princeton'dan doktoraniz olsa, dunyanin en iyi sirketlerinde yonetim kurulunda calismis olsaniz, merkez bankasi baskani olsaniz bile kiralarin yuksek olmasi nedeniyle annenizle yasamak durumunda kalabiliyorsunuz. sade vatandas ne yapsin? bu nasil bir tiyatro boyle? insan akliyla dalga geciyorsunuz. bu nedenlerle guven vermiyorsunuz.",elitist,23.12.2023 14:13,24.12.2023 14:02
"özgeçmişi itibariyle ve sansasyonel söylemleriyle, o mevkiye alelade getirilmediğini ve wefçilerle bağlantılı olduğunu düşündüğüm yeni başkan.",knighttemplar,26.12.2023 00:30,null
bu kişide çok tehlikeli ve gizli bişeyler seziyorum. hani kurtlar vadisinde dünyayı yöneten gizli bir örgüt vardı ya. öyle bir örgüt var mı yok mu bilmiyorum ama varsa bu kadın kesin ordandır,sedat sedat,26.12.2023 08:22,09:13
(bkz: #153551839)düyunu umumiye başkanı bak neler demiş.,udar,27.12.2023 20:41,20:43
şimdi... aldığımız bilgilere göre siyasete hazırlanan kişiymiş...bunu annemlerde yaşıyorum tarhana pişiriyorum yoğurdumu kendim yapıyorum açıklamalarından anladık zaten... hangi kitleye oynadığı da açık... yine bir fakir güzellemesi... yahu herkes mi salak...sen yıllık milyon dolarlık işi bakın senelik kaç milyon onu da bilmiyorum ama milyon olduğu kesin dolarlık işi bırak ehh buraya da bedava transfer olmadın... ne o kiraya çıkamıyormuş... ev al hafize'cim... :)merkez bankasından sızan bikgilere göre de tek adam rejiminin bir benzeri imiş dediğim dedik çaldığım düdük...* babaannemin adını taşıyan bir kişi... hafze hanım derdik babaanneme...,deadbaykus,03.01.2024 09:46,null
siyasi islamcilara hizmetcilerinden. para böyle bişey. ülke boyleleri ile dolu. etrafında dönen kanunsuzluklara da rahat rahat cevaz verebiler. çocuklarına nasıl anlatacak acaba ilerde. tv de gördüğüm saraydaki ekonomi toplantisindaki biyiklinin etrafına toplalanlar tümü aynı.,bilmeyenler bilsin bizi,03.01.2024 23:38,null
en değerli banknotunun (200 türk lirası) 6.67 usd ettiği bir ülkede dolarizasyonu nasıl engelleyebiliriz ? bu sorunun cevabı sadık abi'de var mı ?,maratoncu rambokan,09.01.2024 11:56,null
babası erol erkan hakkında işten çıkartılan bir personel cimere şikayette bulunmuş. beyefendi genel müdürler dahil herkese talimat veriyor kurumu fiilen yönetiyormuş. kaynak,oluroylearada,18.01.2024 09:29,09:30
"kimsenin, ""burası babanızın çiftliği mi"" deme hakkı olmayacak şekilde, kurumu tam o ifadeye uygun hale getirdiği iddia edilen kişi. babasına makam odası, makam aracı ve koruma tahsis ettiği iddia ediliyor. babasının işten çıkarttığını iddia eden kurum çalışanı, cimer'e şikayetini bildirmiş. kaynak",ucankaplumbaga34,18.01.2024 09:35,09:36
"""ekonomiyi ayakta tutan tek şey bu 2 kişinin göreve gelmesi."" ahhaha ayakta tutma şekline bak hele zam üstüne zam altına zam yanına zam köşesine zam en son da boylamasına zam. yani onu ben de yapardım, kendilerini ingiltere'den ve amerika'dan yormasaydınız hiç. ankara/çankaya, üniversiteler mahallesinden gelirdim ben hem de tek metro ile. ben hatta bir kereye mahsus değil iki kereye mahsus ekstra mtv falan da çıkarır yurtdışı telefon harcını da direkt 50bin tl'ye çekerdim. o zaman daha da bir ayağa kalkardık.",cglseven7,19.01.2024 03:19,03:22
türkiye cumhuriyeti devleti hafize gaye ekrana muhtaç değildir.,graw,19.01.2024 03:22,null
"sifatina, ismine, ailesine ve giyimine bakarak super isabetli karar verebilirsiniz; ‘afedersin akepeli’!",tutziki koyama,19.01.2024 03:55,04:01
"filmlerde dizilerde genelde hep gördüğüm bir şey vardı o da makamı mevkisi yüksek insanların pek çok insanın hedefinde olması, iftiraya uğraması veya uğratılması. yani demem odur ki bu böylesine yüksek makama sahip insanlar hakkındaki iddiaların doğruluğu kanıtlanmadıkça ben bir vatandaş olarak bu iddialara ne doğrudur diyebilirim ne de yanlıştır diyebilirim yani nötrüm, çünkü bu makamların arka planında öylesine işler dönüyor ki. velhasıl kelam kendisi hakkındaki iddiaların gerçekliği kanıtlanmadıkça iddiaların doğruluğuna ya da yanlışlığına inanmak ve balıklama atlamak bence çok safça ve yanlış olacaktır.",filizfilizharelenenadam,19.01.2024 03:58,null
iddialar doğru ise pılıyı pırtıyı toplayıp defolup gitmeliler,kaliforniyasantabarbara,19.01.2024 04:32,null
"hikayede ilginç bir olay var.önce bir çalışanın şikayetinde tüm beyanlar varmış gibi lanse ediliyor. şikayette geçen şu: başkanın babası ""kızımla doğrudan ilgilenir misiniz?"" diye teklifte bulunmuş. bu olay nasıl gelişti tahmin etmesi güç ama bir şekilde karşılama personelinden birini doğrudan başkan ile ilgilenecek protokol olarak konumlandirmak istemişler. çalışan da çocuğum var olmaz demiş. işten çıkarmışlar anladığım kadarıyla. olay bu.sonra biri, ""ise girene çıkana ne karışıyor, oldu olacak araba ve oda da verin"" demiş. sonra ikisini birleştirip, çalışanı işten çıkartan babanın odası ve arabası olduğu iddia edildi algısı oyuna giriyor. hiç umurumda değil buradaki karakterler ama hepimizi nasıl aptal yerine koyup, göz göre göre yalan söyleniyor, bunu sindiremiyorum. ülkede her kesim, kolay galeyana gelen, bakmadan inanan koyunlara dönüşsün amaç bence, ya da öyle varsayılarak hareket ediliyor.",ishtari,19.01.2024 05:18,null
"burada olay kişiler değil, sistemdir. sistem, o derece yozlaşmış bir durumda ki. mevcut merkez bankası başkanı veya farklı bir kişi; gelen kişi kim olursa olsun durum aynı olacaktır.deveye boynun neden eğri demişler, nerem doğru ki demiş. bu misalde olduğu gibi mevcut idarede hangi devlet kurumunda hukuk ve adil bir yönetim uygulanıyor ki? kaba tabirle hemen hepsi dingonun ahırına dönmüş durumda. ondan sonra da biz burada yakınıyoruz paramız pul oldu diye.bu gidişle devam ederse, pulu bile rüyamızda göreceğiz. tek gereken şey disiplin aslında ancak onun da ön şartı dürüstlük olduğu için, uygulanması çok zor görünüyor.",kemalistinbiri,19.01.2024 05:52,null
"wall street'de çalıştığı şirkette babasına oda ve araç tahsis ettirebiliyor muydu diye düşündüren gurbetçi ekonomist, mb başkanı...",odoriko,19.01.2024 05:53,null
"bu olay dogru mu ne kadar dogru yakinda ortaya cikar;bundan bagimsiz; yavrucagi yurt dislarinda biseyler olmus orta halli turko ailelerinde boyle kasilmalar garabetler gayet olagandir.ha bu arada kahir ekseriyet turko egitilemezdir. amerikada ogle arasinda ton balikli sandvic yiyen ceo turkiyede aninda saltanat kurup onu bunu azarlayip ogleyin kalkan yiyerek calismak ister- imkani bulmayagorsun.bunlar hiiic sasirtmayan ve hayatin olagan akisina uygun iddialar.turko o yuzden bi bok olamaz; gavurun is ve profesyonel iliskisini asla benimseyemez, sadece mecburen katlanir.kucuk cocuklu hormonlari sasmis bayan fenomeni apayri bi konu, uzerine tuz biber.ek: bi yanda alper astoronot, bi yanda hafize, valla bayram yeri gibi.ek: hahahaha fatihbey bugunku programinda noktasi virgulune kadar, benim soylediklerimi soylemis. valla ilk kez bu kadar pisti oluyoruz fatibey.",elon muskun tellaki,19.01.2024 06:06,10:04
"hakkında yapılan iddialar ispatlanmadıkça inanmayın filan denmiş, yazarlar hangi ülkede yaşadığını unutuyor sanırım doğru çıkmayan iddia oldu mu şimdiye kadar. akp'nin olağanüstü gücüne rağmen pislik bir yerden sızıyor.",mayadagdankalkankaz,19.01.2024 06:32,09:24
"belli ki seçimden önce tarikat ve cemaatlere şirin gözükmek için bu kadına yol verecekler. bu yol verme işlemi naci ağbal'da olduğu gibi sert olmasın yumuşak olsun diye ortaya bu iddialar atılıyor.maşallah yandaştan çok muhalif gazeteciler duyum alıyor bu konuda.yandaştan çok muhalif gazeteler haberini yapıyorlar.eğer iddialar doğruysa, gaye hanım'ın babasının durup dururken oraya geldiğini sanmıyorum. bu sürecin taşları saraya yakın ''iyi niyetli'' birileri tarafından döşenmiştir muhtemelen.",sananebirader,19.01.2024 09:52,10:12
(bkz: babam sağolsun),mikkal,19.01.2024 09:53,null
https://www.youtube.com/…jsugjm?si=pjjviax36oaxczoo2:15 den başlar baştan kokan balık,merdivendeki adam,19.01.2024 10:04,null
"iddialar doğruysa, doğru olanı yapıyor olabileceğini düşündüğüm merkez bankası başkanı. karar verici durumda olan veya büyük kaynakların yönetildiği kurumlar cemaat prens ve prenseslerinin doldurulduğu yerler oluyor genelde. bunlara iş yaptırmak zordur. bir de arkanı kollaman lazım. türkiye'de kariyer sahibi olsan güveneceğin bir iki kişi bulma şansın olabilir. yurtdışından gelince bu da yok.yok babası işten çıkarma yapıyormuş, genel müdürlere emir veriyormuş vs. müdürler adamsa neden o koltukta oturmaya devam ediyorlar o zaman?",solitaire,19.01.2024 10:27,14:30
cok iyi bir cv'ye sahip mb başkanı. abd'de iyi konumlarda daha iyi kazanırken niye mb başkanlığını kabul edip geldi çok merak ediyorum doğrusu. vatanseverlik içinse helal olsun valla.,lhnp,19.01.2024 10:28,null
"işini hakkıyla yaptığı için itibar suikasti yapılıyor kendisine. lütfen yılmadan yolunuza devam ediniz, doğru olanı yapıyorsunuz.",clarkkentucky,19.01.2024 11:29,null
"merkez bankası sosyal tesislerini babasının malı zannederek ankara ve istanbul tesislerini annesi ve babasının emrine veren ,orada çalışan personeli sabaha kadar nöbette tutan ses çıkaranın işine son veren bir babanın kız evladı. kelimenin tam anlamıyla sonradan görme gavurdan dönme. gerçi alıştık artık böylesi düşük profilli nobranlara. bence başarısız gladyatör.. geldiği yere geri gönderilmeli..",denizci61,19.01.2024 11:59,null
(bkz: nihal'i harcayacaklar matmazel),dharma duffy,19.01.2024 12:18,null
daha önceden verdiği demeçler ve son günlerde ortaya atılan iddialara düzgün bir cevap verememesi nedeniyle bulunduğu konumun ağırlığını kaldıramamış bir kişi olduğunu görüyoruz. hanımefendiye ve babasına görev süresini tamamlayamadan bir kararname ile yol gösterilir.,absolutely haram,19.01.2024 12:37,null
"yol vereceklermiş de hazırlığını yapıyorlarmış da bla bla. şunu yazanların düz dünyacılardan zerre farkı yok gözümde.sen de babana oda verme, işlerine karıştırma da milletin ağzına sakız olma. yalan olamayacak kadar absürt bir iddia ve böyle bir şey yaşanmamış olsa kimse böyle bir iddia ortaya atamaz.",thou art a smite meister,19.01.2024 13:01,null
"doğru mudur yalan mıdır bilmiyorum ama kendisi hakkında ortaya atılan her iddiaya atlamadan önce, kendisinin uzunca bir süredir yenişafak, akit vb tayfanın hedefinde olduğunu bir kenara koymak lazım. akit, yenişafak ve benzerlerinin ahlaki duruşlarını bilen ortaya atılabilecek iddiaların bir sınırı olmadığını da bilir. bir de ""yahudi sermayesi siyonistlerin bilmemnesi bıdı bıdı"" diye olaya girilmişse, olayın çamur atma olma ihtimali 5'e katlanıyor. bu tipler muhaliflerin bu konuda kendilerinin yanında duracağını da hesap etmişlerdir. tabii gün gelir bu uyduruk olay bahanesiyle görevden alınınca arkasından en çok yine muhalifler ağlayacak, hep öyle oldu.",yufka yurekli risar,18.01.2024 23:55,19.01.2024 23:15
akp'ye dahil olan herkesin çok kısa sürede akp'lileştiğinin bir örneği daha.(bkz: hulki cevizoğlu),wwwcomtr,19.01.2024 00:06,null
"aynı tansu çiller gibi bir durumla karşı karşıyayız.tansu çiller önce ekonomi bakanı ve sonra başbakan olduğu dönemlerde kocası özer uçuran çiller'in makamı vardı ve bizzat imza atıyordu, emir veriyordu.tansu çiller de önce robert kolej, boğaziçi üniversitesi, sonra da abd'de akademik kariyeri olan bir insandı. gelirken büyük reklamı yapılmış ama sonradan hayal kırıklığı yaratmıştı.umarım gaye hanım babasını oradan kovalar ve durumu düzeltir",motorbreath,19.01.2024 00:10,null
"babaların hakkının ödenemediğini bilen hayırlı evlat. misal dışarıda işin çıktı memleketin kasasını kime bırakacaksın, babandan iyisi olur mu? bankaya kim giriyor çıkıyor göz kulak ol demiş, babası da hayır dememiş. ticaretin altın kuralı budur, baban işe bir kenarından köşesinden dahil olacak. *",rag nama,19.01.2024 00:11,00:59
son dönemlerin en kariyerli merkez bankası başkanı. hakkındaki iddiaları iyi araştırmak lazım. çokomelli reisin veya jöleli reisin tasfiye edilen vasıfsız elemanları için açılan bir savaş cephesi olabilir.,gzgnn,19.01.2024 00:16,null
kadin ülkeyi babasının çiftliğine çevirmiş inanılmaz iddialar var. sanırım burayı afrika cumhuriyeti sanıyor. bu olaylar gündemden düşmemeli. defolsun gitsin ülkesi amerika’ya kim bu ya. https://youtu.be/nmm55lmesv0?si=ny-0tneruxysqmiw,herzamanki gibi,19.01.2024 00:24,null
"hakkındaki iddialar, faiz karşıtı akpli tayfanın oyunudur diye düşünüyorum.",bloodshed,19.01.2024 00:25,00:26
babası yüzünden zor durumda kalan merkez bankası başkanı... neymiş bu ülke için taa amerikalardan gelmişlermişmiş... al kıdem tazminatını sg. tutan mı var??,pereagle,19.01.2024 00:27,null
malum partiden milletvekilliği potansiyeli taşıdığını kısa sürede ispatlamış kişi.,birikimhesabi,19.01.2024 00:29,null
muhtemelen torpilli bir kapalı bacı tarafından gerçeklerin çarpıtılması suretiyle itibarsızlaştırılmaya çalışılan kadın. torpilli olmayan birinin böyle bir şikayete cesaret edebileceğini düşünmüyorum. bu maşayı kimlerin tuttuğu da az çok tahmin edilebilir. böyle üst düzey kariyer ve eğitimi olan bir kadının bu tarz toplara gireceğini pek sanmıyorum ve ummuyorum açıkcası aksi halde çok talihsiz bir olay.,mezzaluna ayisigi,19.01.2024 00:31,null
"erdoganomi'nin elemanı olmasına imkan vermediğim kişi. oncelikle akp içindeki mahalle kadınları ve adamlar buna bir saniye bile rahat vermez. başını örtmeyi düşünmüyor musun, namaz kılsan aslında çok iyi olmaz mı gibi küçük darlamalar bir süre sonra neden evlenmiyorsun, çocuk yaşın geçmiyor mu, bak şu adam tam sana göre gibi orta derece darlamalara dönüşür. eğer bu şekilde de kendilerine benzetemezlerse ya hakkında dedikodu çıkartırlar ya da kadın başına erkeklerin içine bu kıyafetle girmesin günahtır gibi büyük darlamalara girerler. kocamızı elimizden alacak konusuna kadar yolu var. ayrıca dünya gazetesi ekibi birkaç parçaya ayrılmadan önce bu gazetede yazdığı muhalif yazılar yandaşları delirtiyordu. sonra yandaş olmayan her medya organı gibi dünya gazetesi de finansman sorunu yaşadı, yaşatıldı. ana ekip yandaşlığa başladı. gaye hanım ise muhalifler içinde kaldı.",skydreams,02.06.2023 19:49,19:51
