Content,Author,Date Created,Last Changed
"malumunuz ekşi sözlük indikatörü sözlük çoğunluğunun savunduğu şeyin tersinin doğru olduğu anlamına gelir. bu açıdan bakacak olursak kendisi istanbul seçiminin favorisidir.benim naçizane kanaatime göre ise işi zordur, istanbulda demografik bir değişim oldu. şehir beyaz türkleşti, artık siteler varoşlardan fazla nüfus taşıyor. muhafazakar yapısı ile bilinen eyüp, üsküdar gibi ilçelerde artık nüfusun ağırlığı son 10 senede yapılan dev sitelerdeki şehirli seçmende. beyaz türkleşme ile paralel olarak da beton cehap seçmeni miktarında da artış oldu. kılıçdar da istanbulda bu değişimin etkisi ile 1. oldu zaten. bu demografik değişimi anlamadan istanbul seçimini anlayamayız.bu demografik gerçeklikte akpnin seçimi kazanmasının 2 anahtarından biri ekremci cephenin bölünmesi, 2. si ise itidalli bir aday ile beyaz türkleşen seçmen içindeki nispeten muhafazakar ama demokratik hassasiyetleri de olan seçmenlerin ikna edilmesidir. anayasanın hunharca çiğnendiği ortamda bu ikna işi nasıl olacak orasını bilemiyorum. ancak bu açıdan murat kurum doğru bir aday olur, ergün turan daha doğru aday olurdu ama buda yanlış bir tercih diyemem. hasılı işinde gücünde, bağırıp çağırmayan, sessiz sakin bir aday lazımdı. demografik gerçeklik aleyhinize iken bağırarak seçim kazanamasınız.tabii yine de ekremist cephe bölünmeden bu işin bence oluru yok, ama iyi veya dep ekrem'in oylarından 3-5 puan indirir, diğer taraftan da 1-2 puan oy ikna edilirse kurum seçimi bir ihtimal kazanabilir.",bakmayiniz,05.01.2024 18:02,null
2024-2029 arasında istanbul büyükşehir belediye başkanı olacak akpli şahıs,neptununoglu,05.01.2024 18:04,null
ekrem imamoğlu'nun yaklaşık 8-10 puan kadar arkasında seçimi bitirecek arkadaş.üzgünüm aktrollerüzgünüm kafası daha basmamış kararsızlarkılıçdaroğlu bile cumhurbaşkanından 2 puan fazla oy aldı cumhurbaşkanın oyu akp'den 15 puan fazlaydı bu seçimdegerçek hayattan selamlar...,fountainvefountain,05.01.2024 18:14,18:16
"eğer bu iddialar doğruysa imamoğlu'nun 2.dönemi hayırlı olsun,bu adayla akp belediye meclisinide kaybeder. sebebi ise;1.tevfik göksu teşkilat içerisinde çok güçlü ve teamül yoklamalarında birinci çıktı fakat kutuplaştırıcı tavrı yüzünden seçilmedi. milli görüşten geldiği için seçim çalışmalarında pek görünmez ve kitlesi tepki olarak büyükşehirle il meclisinde düşük oy verir.sadece aday olursa yerelde ona verirler.2. içanadolu kökenli birinin karadeniz lobisini yenmesi imkansızdır. karadenizliler parti gözetmeksizin birbirlerini sıkı tutar.bugün rte gitsin bütün karadenizli bürokratlar taraf değiştirir.3. normalde siyasete küsüp seçime gitmeyi düşünmeyen benim gibi muhaliflerin içi kılıçdaroğlu'nun köyüne gönderilmesi sebebiyle bir nebze soğudu bu sebeple sandığa gideceğiz.",publius ovidius,05.01.2024 18:14,null
(bkz: kuru murad),habemus kakam,05.01.2024 18:16,null
"gerçekten aday kendisiyse ekrem imamoğlu'na büyükşehir belediye başkanlığında ikinci dönemi şimdiden hayırlı olsun. imamoğlu için oyunda easy mod açılmış gibi olacak. fahrettin koca gibi ""sempatik"" bir kişi aday olsaydı belki başka bir şey konuşabilirdik ama burada süleyman soylu'nun kankasından bahsediyoruz, lütfen.",bilge kaplumbaga,05.01.2024 18:16,null
"kemal kılıçdaroğlu denen basiretsiz cumhurbaşkanı adayının oy oranına bakıp da ""o bile istanbul'u vermedi, imamoğlu hayatta vermez. yeni dönemi hayırlı olsun"" diye gezenler büyük şamar yer. bu kişi murat kurum olabilir mi, olabilir ama keramet kendisinde değil.görünüşe göre türk milliyetçileri, kürt milliyetçileri hatta akp dışındaki dindarlar kendi adaylarıyla çıkacaklar. öyle %50 üzeri oy, imamoğlu süpürür beklentileri çok gerçekçi değil.akp tarafının mhp'yi bir süre daha yanında tutması, refah'ı yeniden saflarına çekmesi hüsrana sebep olabilir.",masteradam,05.01.2024 18:20,null
chpkk'da hileler bitmez eko baskan olsun diye bakalim ne karalar calinacak adama. gecmis olsun istanbul'a.,eclipsed,05.01.2024 18:21,null
"ekrem imamoğlu yerine x bir adayın bile rahat bir şekilde geçebileceği aday.ben aday olacağını düşünmüyorum.akp 2 gün önceden ismi ortaya attı,klasik tepki ölçme taktiği.eğer kurum'un trollerine kanmazlarsa aday gösterilmez..",fountainvefountain,05.01.2024 18:22,null
"istanbul'da alabileceği tavan oy, 48,22'dir. bu oranı aşma ihtimali kesinlikle yok, üzerine bir milim dahi ekleyemez. işbu ki, ekrem imamoğlu 'nun oy bölünmeleri sonucu bu oranın altında kalması dışında, murat kurum'un şansı yok.ben 48,22' yi de toparlayabileceğini sanmıyorum. bu ekonomik kriz ve üzerine seçmenin erdoğan'ı yerel seçimde uyarma isteği de devreye girince daha düşük bir oranla tamamlar. iş burada yeniden refah partisi adayına da düşüyor. yrp aday çıkartırsa murat kurum'un kazanma ihtimali daha da düşmüş olur.bence seçimi 45-46 gibi bir oranla tamamlayacak. bu oran kendisine kazandırmaya yeter mi bilinmez, ekrem imamoğlu cephesi tek blok halinde girmiyor. bilhassa hdp de ayrı aday çıkartırsa ciddi oy böler.",magnus fortunatus,06.01.2024 21:33,21:40
iş yapar,lordjaguar,06.01.2024 21:33,null
"2009-2018 yılları arasında t.c. başbakanlık toplu konut idaresi başkanlığı iştiraki emlak konut gyo aş genel müdürü görevini yapmış olan şahıs.istanbul'un depreme 20 yıldır hazırlayamayan, yetkisi varken rezerv alan yaratmamış, konut stoku üretmemiş adamı istanbul'a belediye başkanı yapmaya çalışıyorlar.fıkra bu kadar.",sananebirader,06.01.2024 21:39,21:41
bence 6 şubat depreminin adaylığa taşıdığı şehircilik eski bakanı. kazanırsa yeni dönemde istanbul'da kentsel dönüşümlerin hız kazanacağına işaret ki bu olması gereken. bu arada eğer yine kazanırsa asıl tayyip erdoğan'ın istanbul'la ilgili mesaisinin artacağını düşünüyorum.,ozenti filozof,06.01.2024 21:40,21:43
"kentsel dönüşümden çok anlıyorsa, bu iş için belediye başkanı olmasına gerek yok. çevre şehircilik bakanı yapsınlar, kentsel dönüşümünü yapsın, az ötede",motorbreath,06.01.2024 21:44,null
(bkz: furby),geuss,06.01.2024 21:45,null
"istanbul' umuzun müstakbel baskani. senelerdir suren cilenin bitmesi icin herkesin eli titremeden oy atmasi gereken birisi. mevcut baskan ekrem' e de gule gule diyor, 16 milyon hayır ile uğurluyoruz!",duty fantasy,06.01.2024 21:48,null
aday adayları arasında en zayıf olan tercih edildi. imamoğlu'nun 2. dönemi hayırlı olsun. her şey daha da güzel olacak.,danielfaraday,06.01.2024 21:52,null
"ibb, kentsel dönüşümde maalesef gerekli adımları atamıyor. ekrem imamoğlu, ""başkanlığım süresince yüksek binaya izin vermedim"" diye övünüyordu geçenlerde. ancak işte tam da bu yüzden kentsel dönüşüm yapamıyor pek çok insan*. her yere gökdelen yap demiyoruz ama uygun yerlerde (mesela bizim zoru başararak ada olarak anlaştığımız yerler gibi) biraz esneklik sağlaması gerekiyor. insanları binasal değil, ada olarak anlaşmaya zorlaması lazım ki şehre yakışır güzel projeler çıksın. ada bazda eğer makul oranlarda emsal artışı gelmezse istanbul'da topyekün bir kentsel dönüşüm olamaz.murat kurum seçilirse bu konuda ne adımlar atacak, planları nedir duymak lazım.",exclama,06.01.2024 21:57,null
kimin suyuna pilav pisirecekler derken kısa çöp çeken isim. hayırlı olsun.,uzaya giden ilk kedi,06.01.2024 22:00,null
"bu adamın ne özelliği var bu kadar parlatılıyor anlamadım. istanbuldan başka herşeyle ilgilenen ekreme oy vermeyeceğim kesin, karşısına da bunu aday koyarlarsa sandıktan uzak, seçimle ilgilenmeden, huzurlu bir seçim günü geçiririm.",iflah olmaz sariyerli,05.01.2024 19:21,null
"ak parti'de erdoğan dışında imamoğlu'yla rekabet edecek biri yok. imamoğlu derken, genel seçimlerde tüm otoritelerce erdoğan'la yarışmaya uygun görülen bir numaralı adaydan bahsediyoruz. imamoğlu-erdoğan rekabetinin dahi nasıl sonuçlanacağı önceden kestirilebilir bir şey değil.halihazırda istanbul büyükşehir belediye başkanlığı öyle zırt pırt el değiştiren bir makam da değil. geçmişe şöyle kabaca bir göz gezdirildiğinde istisnai durumlar dışında seçilmiş istanbul büyükşehir belediye başkanı'nın yeni dönem adaylığını açıklaması sonrası seçimi kaybetmesi pek sık görülen bir durum değil. hâl böyleyken olası bir murat kurum adaylığı, ak parti'nin seçimi kaybettiğini ilan etmesiyle eşdeğer bir durum. tarkan, coldplay, christopher nolan falan aday göstermeleri lazım ki hani bir nebze...",sir olly,05.01.2024 19:33,19:38
imar affına göz yuman adamı 7.5 deprem beklenen istanbula aday yapmak mı? ahahhaha.,zeki ama tembel,05.01.2024 19:41,null
ingiltere derininin siyasi sabotaj ve sıkıştırma çabaları karşılığını verdi anlaşılan ve ingiliz lordu ali koç'un kankası ekrem'e istanbul altın tepside hediye edilmiş.işler böyle yürüyor demek.ben yine de muhafazakar millici derin cepheden bir darbe bekliyorum. bu küreselcilere bu kadar kolay teslim olmazlar.,mikro 33,05.01.2024 19:41,null
"beklenen istanbul depremi sebebiyle kesinlikle büyükşehir belediye başkanı olması gereken kişidir..cv'si çok güçlüdür, çevre-şehircilik bakanlığı dönemindeki baktıkları bundan sonra bakacaklarının teminatıdır , bu sebeple zaten sayın cumhurbaşkanımızın da takdirini kazanmışlardır..",antalyalihayyam,05.01.2024 19:48,null
"bu arkadaş mv adayıyken bakanlık bütçesiyle yaptığı “seçim gezileri”nde birçok rezerv alandaki kaçak yapıya imar izni, imar izni olmayan yerlerin imara uygun hale getirilmesi gibi kararları imzalamış, bunları imzaladığını tv programlarında utanmadan söylemiş ve “vatandaşın işini hallediyoruz “ diye pişkin şekilde savunmuştu. kentsel dönüşüm hikaye, kupon arazileri yeniliyoruz ayağına kat çoğaltıp kendi sermayelerini o topraklarda pay sahibi haline getirecekler. derdi gerçekten deprem olanlar komple şehir mimarisi üzerinden kentsel dönüşüm seferberliği yapar ve kentin görsel imajını da daha göze hoş gelecek hale getirmeye çalışır.",allmichaels,05.01.2024 19:58,null
15 yildir butun kentsel donusum kurumlarının yonetimindeyken bir iş yapamayan kişi belediye baskani olunca mi cozecek herseyi ?,mrsokemon,05.01.2024 20:05,null
"recep tayyip erdoğan belediye başkanı adayı olsaydı ona oy verirdim ama murat kuruma oy falan vermem... ekoya da vermem... gelecek seçeneklere bakacağım, bu ikisinden iyi bir seçenek yoksa protesto oy kullanırım.",ordekpoposundadomates,05.01.2024 20:08,null
"takım tutar gibi parti tutan bir güruh varken, belediye başkanı olma ihtimal dahilindedir. ama ekrem başkanın rakibi değildir.",fistuk,05.01.2024 20:22,21:35
"aday olması halinde tüm komplo teorileri gerçek olacak;1- kılıçdaroğlu zorla aday yaptırılıp tayyip erdoğan'a bir dönem hakkı daha verilecek. bop kapsamında iran bitirilirken erdoğan'a da bazı görevler yüklenecek. (erdoğan cb seçildi ve iran'ı bitirme planları devrede)2- bunun karşılığında imamoğlu'na bir dönem daha ibb başkanlığı ve ibb meclis çoğunluğu verilecek. (anlaşma gereği imamoğlu cb seçimleri sırasında kendisini nasıl geri planda tuttu hepimiz gördük)3- imamoğlu, ibb meclisi ve alacağı yardımlarla istanbul'u uçuracak böylece cb seçimlerinde muazzam oy farkı ile cb seçilip bop kapsamında türkiye'yi yeniden dizayn edecek. (tüm dünyada siyasal dinci ve sağcı hükümetlerin birer birer görevlerine son veriliyor bop için türkiye bir dönem daha erdoğanla devam etmekte)murat kurum'un ya da benzer bir etkisiz kişinin adaylığı tapınak şovalyelerinin(!) varlığını ve yaşadığımız tüm hayatın bir kurgudan ibaret olduğunu doğrulayacaktır.not: at fava bekle.",huysuz aristokrat,05.01.2024 20:23,null
adamlar oylar çalındı diye seçim iptal ettirdi. tekrarlanan seçimde tarihi fark yediler. demek ki çalınmamış. şimdi hem ilçelerde hem de belediye meclislerinde tarihi fark yiyecekler. anadolu kırsalıyla büyükşehirler çok farklı.,academica,06.01.2024 22:06,null
"şansı yok, halk işini bilir.",keskin,06.01.2024 22:10,null
adaylığı kesinleşen. mitingleri ilçe ilçe hatta şehir şehir kimin yapacağı belli. o sebeple kendisinin adaylığı ile ilgili pozitif ya da negatif eleştiri ile yorulmak gereksiz.,koluncumuofele,06.01.2024 22:12,null
en son gordugumde salda golunun irzina gectikten sonra golün onunde aciklama yapiyordu. gol'u korumak icin yapmasi gereken tek sey hic bir sey yapmamakti ama bir sey yapmamayi bile beceremedi gölü sikti atti. bu adam mi ıstanbul'a belediye baskani olacak simdi?,turkuaz,06.01.2024 22:13,null
"salda gölü'ne dozer gönderen, öğretmen karısı rtük'e müdür olan, poşete zam yapmamakla övünen, bakanlığı döneminde olası istanbul depremi için çivi çakmayan, kadıköy'de bıraksan üsküdar'ı bulamayacak konyalı murat kurum'a adaylığı hayırlı olsun. o adaylığı için tebrikleri kabul etsin, 31'inde ekrem imamoğlu başkanlık için tebrikleri kabul eder.bu arada imar affı gelirken kim bakandı, hatırlayan var mı ??",kosmayan adam 23,06.01.2024 22:13,null
çevre ve şehircilik yani rant tecrübesi var. dolayısıyla aqpnin rantanbul şehri için gayet elverişli bir adayı bence.. kazanırsa gayet rant-abl şekilde istanbulun üzerinden bi tur da o geçecektir.,cuteboss,06.01.2024 22:18,22:22
"yüzünden sinsilik akan, eşi matematik öğretmeniyken rtük'e müdür olmuş istanbul büyük şehir belediyesi başkan adayı.",supurgesiyokcadi,06.01.2024 22:20,null
genel seçimlerden sonra iktidar tarafında oluşan olumlu hava ile seçimin galibi olacaktır diye düşünüyorum.,eleos,06.01.2024 22:22,null
göstermelik. asıl adayın kim olduğunu biliyoruz. ve o tip ikinciye yenilecek. ve yenilmemek için aklınıza gelmeyecek her türlü işe başvurulacak. büyük itibar kaybı çünkü. ama korkunun ecele faydası yok. yenileceksin.,huzurkacirangeyik,06.01.2024 22:23,22:25
bakanken çözüm üretemediği kentsel dönüşüme belediye başkanıyken çözüm bulacakmış. hayır iktidar partisi istanbul'un başına istanbul teşkilatından bir aday çıkaramaması çok acı,istanbulunsokaklari,06.01.2024 22:24,null
adayligi kendisine teblig edilmis. sanirim manasi haberi yok demek bu.,delnaja,06.01.2024 22:24,null
ekremin karşısına bu kadar zayıf bir aday koyacaklarını düşünmezdim,dolai lama,06.01.2024 22:27,null
"deprem geliyor tüm istanbulu yıkıp yeniden yapıcaz, evsizler eve kavışacak, evi olanın evinin değeri 5'e 10'a katlayacak temalı hükümet destekli bir kampanya + iyi parti ve dem adaylarının dolaylı desteğiyle kazanması olası.eko'ya tüm kara propagandayı yapıp kazanmak için bam güm yüklenecek sa fakötü de var tabii..",aeks,06.01.2024 22:28,null
aday olursa süleymancıların elemanı olan tatil sepetini sandığa gömer.şehircilik konusunda oldukça donanımlı bir isim. umarım aday gösterilir.,236,06.01.2024 22:30,null
ekrem karşısında pek şansı yok,esseklerefisildayanadam,06.01.2024 22:31,null
"adaylık söylentilerinden sonra oktroll, dersim çetesi diyen saray soytarıları da sahaya inmiş hemen.bu saray soytarıları yanına alacakları zafer partililer ve ulusalcılar ile ekrem kazanmasın diye her şeyi yapacaklar, o da ayrı mesele. pek tabii jahrein ve erlik'i unutmayalım.onlarda kurum kazansın diye epey çaba sarf edeceklerdir.tanım: ibb için aday olduğu söylenen akp'li.",atroba,06.01.2024 22:32,23:18
(bkz: murat'ı harcayacaklar matmazel),kumanil,06.01.2024 22:40,null
"imamoğlu karşısında üzerinden silindir geçmiş gibi ezilmektense,seçimden önceki gün adaylıktan çekilse,yerinde bir karar almış ve onurlu bir davranış yapmış olur.bu sayede hâlâ insan içine çıkabilir.",deaerd,06.01.2024 22:42,null
"milli badem. epeyi çok yigit harika mı harika adam ama memnuniyetsiz, çatık kaşlı, her an dövecekmiş ya da sövecekmil gibi duruyor.",dick kafali,06.01.2024 22:45,null
3 ay sonra siyaset hayatı bitecek olan eski bakan.,karizmatik bir nick olsun,06.01.2024 22:48,null
aday olmuş ama pek kıymeti yok göstermelik aday. cümle alem biliyor bu seçim erdoğan vs imamoğlu seçimidir.,co2h2o2,06.01.2024 20:26,null
"(bkz: #160367590)oğlum dersim çetesi yüzünden, oktroll'ler yüzünden 5 yıl daha recep tayyip erdoğan tarafından yönetileceksin. senden nelerin çalındığının farkında değil misin? aptal mısın?6 yaşındaki oğlun senden akıllıdır aq merak etme. önce kendini doktora götür.tanım: ibb adayı.",therion dinleye dinleye baalist oldum,06.01.2024 20:27,null
binali yıldırım’dan daha az oy alacağını düşünüyorum. ekrem imamoğlu karşısında işi çok zor görünüyor.,songuleniyiguler,06.01.2024 20:36,null
ekrem bunu beğendi...,dnzgzn,06.01.2024 20:42,null
"padişahtan fermanı gelmiş, gel de al boyunun ölçüsünü https://x.com/…ymaz/status/1743689949797331306?s=46",sharapveserap,06.01.2024 20:47,null
aktroller rüya gürüyor. ekrem bunu çiğ çiğ yer. istanbullular bilir ki istanbul halkı (akçomarlar hariç) ekrem'den çok memnun. 1000ali'den daha az oy alacak. adamın kitlelere hitap yeteneği sıfır. 1000ali bile arada saçmalayıp az biraz dinletiyordu kendini. bakalım daha ittifaklar kesinleşmedi ama ekrem'le teke tek kalırsa murat kurum'un vay haline diyorum.edit: imla,firt emin,06.01.2024 20:47,20:49
"aday olması hemen hemen kesinleşmiş.bu arada, zamanında kadir mısıroğlu için böyle yazmıştır. hani yarın iki atatürk paylaşır da ""abi biz bu adayı çok sevdik"" ""inanın bu seferki farklı"" moduna girenler olursa diye şimdiden aklımızda bulunsun.gerçi havaya girseler bile çıkmak uzun sürmüyor, bazen bir maçta çıkan olaylar bile bazı arkadaşlarımıza ""kandırıldık"" dedirtiyor ama olsun.",15 yildir okurum da simdi ne yazacagim,06.01.2024 20:58,null
hem iyi partinin hem hdpnin kendi adaylarını çıkaracak olması sebebiyle gelecek dönem ibb başkanı olacaktır. kendisi belediyeciliğe uygun mudur orası tartışılır. belediyecilik goygoy işidir reklam parlatma işidir bu abimizde bunlar bir hayli eksik ama kazanacaktır.,erasmusmuharrem,06.01.2024 21:02,null
"aday olması istanbul'un yeni romacı, ingiliz dostu ekrem'e anlaşma gereği, direnmeden yeniden teslim edilmesi anlamına gelir.bu da kanal istanbul'da süratle kazma vurulacağı ve istanbul'un devasa bir şantiyeye döneceği anlamına gelir.benim yıllar öncesinden rüyalarımda görüp herkes ""olmaz, yapılmaz..."" derken kanal istanbul'un yapılacağını burada yazdığım gibi.",mikro 33,06.01.2024 21:05,21:08
"aday gösterilmesine çok üzüldüm. tevfik göksu aday gösterilmeliydi. ekrem imamoğlu'nun sandığa gömeceği kişi tevfik göksu olmalıydı. ne olur vazgeçin, ne olur tevfik göksu aday olsunnnn...",tabudeviren,06.01.2024 21:08,null
"ekrem'in yeni cikleti. tarikatçıların da son umudu. 16 milyon sözüyle zaten ekrem'in yolundan yürümeye çalışacağı belli ama önce kankası müsiad maraş başkanına hesap sorsun. tabii bulabilirse zira kendisi ülkeden kaçtı, 35 kişinin katili oldu adam. öyle deprem, kentsel dönüşüm demekle olmuyor bu işler. ona buna imar izni verdi şimdi yeniden yıkıp yeniden yapacaklarmış, yersen. 25 yıl yönettiniz, kaç tane deprem gördü kent, rantçılıktan başka ne yapmışlar? geçiniz, 31 mart gecesi mercedesinin arka koltuğunda gözü yaşlı konyasına geri dönecek.",folyo kafali zeus,06.01.2024 22:53,null
istanbul seçimini söke söke alan canan kaftancıoğlu gibi biri olmadığı sürece seçimi aa dan veri çeken anka dan takip eder günün sonunda balkon konuşması dinlersiniz. yıllardır akp seçim kazanmıyor muhalefet kaybediyor. en kötü ihtimal tuncaya bir 90 kaat daha ateşlerler olur biter.,kufurbaz kedi,06.01.2024 22:54,null
türk filmlerindeki kötü kalpli zenginlere benzeyen bıyıklı.,ortancalar kupe cicekleri ve frenk uzumu,06.01.2024 22:55,null
e ne olmasını bekliyordunuz ki?tek adamlar asla yerlerine geçme ihtimali olan ikinci ve üçüncü adamları yanlarında tutmazlar...durum bu olunca akp artık sadece erdoğan'dan ibaret bir parti...chpde adam yok diyoruz ama akpde de yok.,matiati,06.01.2024 22:55,null
akp'nin istanbul adayı. ekrem imamoğlu ile laf cambazlığında aşık atacak kişi olamaz.,bunlarancakfilmlerdeolur,06.01.2024 22:59,null
akp'nin ibb başkan adayı. akp adına yanlış tercih. binali yıldırım olayındaki gibi teşkilat yine destek vermeyecek. tek şansı ekrem imamoğlu'nun 4 yılı bomboş geçirmesi.,gordonmilne,06.01.2024 23:03,null
fark yiyerek kaybedecek olan akp li şahıs. mahalle muhtarı bile olamayacak zihniyetlerden biri.,arnaldo35,06.01.2024 23:14,null
"yalnız ekrem başgan bir de icraatlarına destek verecek bir meclis bulursa, beş yılda ortalığı duman eder. mesela ilk icraat olarak taksicileri yatırıp, sevin diye bir karar alırsa, ortalık bir anda bayram yerine döner. taksici esnafınının çoğu akpli. özellikle taksi sahiplerinden bahsediyorum. taksicilik yapan çoğu insan bir plakanın kölesi olmuş durumda. başgan dese ki, bundan sonra şoförler plaka sahibi olacak, o zaman 150 plakalı haramzadelerin fişi çekilir. araç kalitesine ve eğitime yatırım yapıp, teknoloji ile denetimleri de arttırırsa, dünyaya da örnek bir sistem getirmiş olur. murat kurum seçilirse, akpli taksiciler odası daha da taksiciliği işlemez durumu getirip, yandaşlara plaka verir. akp'nin şu ülkede çözdüğü tek konu baş örtülülerin hayata girmesiydi onun da akp gittikten sonra pek sağlıklı devam etmeyeceğini düşünüyorum. çünkü o da doğal süreçte çözülmedi, akp'nin zorlaması ile oldu. özetle murat kurum'un şahsında akp zihniyeti iflas etmiştir. kara bir islamcı kapitalizm ile soslu dinci sahtekarlığı türkiye'de çalışan kurum bırakmadı. bunu durduracak olan ekrem başgan ve meclisidir.tüm muhalefet ekrem başgana destek olmalıdır. yoksa sonumuz felaket.(bkz: bir akp bürokratı)",mein,06.01.2024 23:36,null
"adaylığının kendi iradesinde olduğunu sanmıyorum. istanbul’da olması beklenen bir deprem olgusu varken, geçmişte bu sorunu çözmeye muktedirken bile çözemediğin sorun karşısında kimse göz göre göre aday olmaz diye düşünüyorum. binali den daha mantıklı bir seçim bu arada. chp fanboylara bakmayın, ha oy vermem ama iddia oynanır bu seçime. bana göre çok ortada.",zubi dubi,07.01.2024 00:02,null
"imamson'u vizyonuyla, misyonuyla 10'a katlar. 5 senedir mahvetti istanbul'u imamson. doğru dürüst ne ulaşım araçları işliyor ne imar ve çalışmalar var.murat kurum yaptıkları ile ortada, istanbul için büyük bir fırsat. 5 yıllık fetret devrini bitirecek isim inşallah.",chronic man,07.01.2024 00:03,null
"akp'li milletvekillerinin, hangi ilin milletvekili olduğunu bile bilmediği ortamda; öncelikle hangi ilden belediye başkanı gösterildiğine çalışması gereken kişi..",boom,07.01.2024 08:50,null
"sırma saçlıma yapılan baskılara rağmen red cevabı alan, alabinde bir çok adaya yüklenilmesine rağmen yine de ok vermeyenlerden sonra rtük müdürlüğü sonrası imamoğlu'nun önüne yem olarak atılan kişi.",cmrdlny93,07.01.2024 08:56,null
"ciddi olmayı asık suratlı olmak zanneden bir bürokrattır. keşke seçim öncesi ekranda imamoğlu'yla bir münazaraya çıksa, çıkabilse.",eyanii,07.01.2024 10:29,null
2024 sonrası azmi kramahmutoğlu büyük bir çıkış yapamazsa ibb yeni başkanı olacak şahıs. şu anki başkanın devam etme ihtimali hiç yok. bir önceki seçimde kendisine oy verenlerin büyük kısmı cb adayı olmadığı için kendisine kızgın ve oy vermeyecek,denizi ozleyen adam,07.01.2024 10:37,null
istanbul'a yakışmaz bu adam. imamoğlu ile devam.,birbenmiyimakilli,07.01.2024 10:42,null
"kendisiyle ilgili bence en büyük problem, tanınmayan biri ve karizmatik değil. tanınmayandan kastım ""yeteri kadar tanınmayan"". bu önemli değil belki. önemli olan icraat potansiyeli olan görünce bu adamda ışık var denecek biri olması ve ben o ışığı göremedim.bu arada sosyal medyada murat kurumla ilgili haberlerin altına ""murat kurum, kalp (emoji)"" atan 18 yaşında kızlar görüyorum. vallaha bravo paket olarak gelmiş aday ve trolleri.",redjingle,07.01.2024 10:46,null
20 yildir yonettikleri iller ve ilcelerin 6 subat'ta nazi bombardimani görmüş stalingrad'a dönmesine engel olamamis ama istanbul'u imar edecek adammış kendileri.akp ittifaksiz girse secilme sansi %0'dı. mevcut sartlarda secilme sansi var ama bu tamamen imamoglu'nun gosterecegi performansa bagli.,17december,07.01.2024 10:51,null
yetkileri bakanlığa devredilmiş imamoğluna karşı bulunabilmiş aday olduğu iddia edilen kişi. önce depremin hesabını vermesi gereken kişiayrıca sahi ya kılıştar gidince chp'ye oy veriyodunuz ne oldu o iş?,megas aleksandros,07.01.2024 10:58,null
bakanlığı döneminde yıllardır ayçiçek tarlası olarak kullanılan tarlalara toki binaları dikilmiştir. o ayçiçek tarlalarına ayçiçek varken bileğine kadar çamurdan giremezdin zemini siz hesap edin. imar edeceği zeminleri de imarını da buradan yola çıkarak hesaplayın işte.ha gerçi akpliler için böyle şeylerin önemi yoktur. erduvan varsa gerisi teferruattır. beni aday gösterseler %40 garanti alırım.,bimin aystisi,07.01.2024 11:05,null
"aday yapılması istanbul'dan her manada vazgeçtiklerinin göstergesidir. muhalefet bir sürü aday çıkarıp bölünse dahi imamoğlu karşısında şansları yok, millet salak değil boş boş %3 alacak adaylara oyunu atıp ziyan etsin. kurum ve imamoğlu arasında geçecek maç ve bu maçı net imamoğlu alır.",sister blister,07.01.2024 11:09,null
kaçak yapılara izin veren bir bakandı. yeter ki devlete bi sakal atın. her türlü kaçak yapı işinizi çözer.edit: deprem sonrası yargılanması gerekirken ibb başkan adayı olmuş. burası türkiye! kaçak yapı sahipleri tabii ki kendisine oy verecek. ne bekliyorsunuz?,29 mayis 1453 gunu hasta olan yeniceri,07.01.2024 00:54,01:01
"başarısı aşağıdaki videodan gözlemlenebilecek çok afedersiniz akpli çevre ve şehircilik bakanı. yanına da ulaştırma bakanını alıp bir koalisyon yapabilirlerdi. eksik olmuşörnekbüyük usta nazım'ın da söylediği gibibitten, açlıktan, sıtmadan betersiniz.yüz türkiye olsa, elinizden de gelseyüzünü de zincire vurur, yüz kere satarsınız.milletimin en talihsiz gecesiana rahmine düştüğünüz gecedir.",nimloth,07.01.2024 00:54,null
akp tarafinda feda edilmiş bir hamle sanirim ustlerden kalemi kırılmış.bir binali yıldırım hamlesi bir iç işleri bakanı hamlesi su an ne yaptığını bilmeyen muhalefete iyi bir ders olurdu ama sanırım ankara ve genel seçimler atmosferinde seçmeni konselide etmek için istanbul feda edilmiş.,we want it now,07.01.2024 01:53,null
"""rant"" ın içinden yetişmiş, rant nedir , nasıl dağıtılır sorularının cevabınıı bilen bir adaydır efendim.rant = inşaat.oy verecek kişiler, kiracı veya ev sahibi olsun, oturdukları evlerin caddeye yakın olup olmadığına, rant getirip getirmediğine iyi baksın. çünkü ansızın içinde yaşadığınız eviniz rezerv alan ilan edilebilir siz de 90 gün içinde tebligat size ulaşmamış olsa bile tahliye edilerek sokağa atılabilirsiniz. rezerv alan yasası ve murat kurum un adaylığı. ilahi kör göze de böyle parmak sokulmaz ki.",sevisgen semender,07.01.2024 02:13,02:32
"aktrollere hesap satın aldırıp, mesai yaptırmış çapsız ibb başkan adayı. tayyip'in istanbul'u muhalefetten almayacağını zaten biliyordum. bu rezil ortamda muhalefetin kaybedecek bir şeyinin olması, sonunun kaddafi gibi olmasını engelliyor çünkü.",gay tasfirin ustasi,07.01.2024 02:17,null
